Name, team, opp, pos, snaps, fantasy_pts 
Giovani Bernard, CIN, NYJ, HB, 28, 3.00
Giovani Bernard, CIN, PIT, HB, 47, 15.70
Giovani Bernard, CIN, DEN, HB, 35, 4.40
Giovani Bernard, CIN, MIA, HB, 34, 4.20
Giovani Bernard, CIN, DAL, HB, 53, 9.60
Giovani Bernard, CIN, NWE, RB, 45, 9.40
Giovani Bernard, CIN, CLE, HB, 33, 14.70
Giovani Bernard, CIN, WAS, HB, 48, 12.60
Giovani Bernard, CIN, NYG, HB, 31, 3.60
Giovani Bernard, CIN, BUF, HB, 40, 6.10
