Name, team, opp, pos, snaps, fantasy_pts 
Justin Forsett, BAL, BUF, RB, 34, 5.60, 
Justin Forsett, BAL, CLE, TE, 41, 4.60, 
Justin Forsett, BAL, JAX, RB, 43, 3.20, 
Justin Forsett, DET, LAR, RB, 12, 0.50, 
Justin Forsett, DET, WAS, RB, 16, 4.80, 
Justin Forsett, DEN, TEN, RB, 27, 1.50, 
Justin Forsett, DEN, NWE, RB, 34, 5.30, 
Justin Forsett, DEN, KAN, RB, 16, 7.10, 
Justin Forsett, DEN, OAK, RB, 42, 9.00, 
