Name, team, opp, pos, snaps, fantasy_pts 
Jared Cook, GNB, JAX, TB, 33, 0.70, 
Jared Cook, GNB, MIN, TE, 46, 3.10, 
Jared Cook, GNB, DET, TE, 14, 1.50, 
Jared Cook, GNB, WAS, TE, 42, 14.50, 
Jared Cook, GNB, PHI, TE, 33, 0.70, 
Jared Cook, GNB, HOU, TE, 29, 1.90, 
Jared Cook, GNB, SEA, TE, 16, 1.50, 
Jared Cook, GNB, CHI, TE, 40, 8.50, 
Jared Cook, GNB, MIN, TE, 35, 3.70, 
Jared Cook, GNB, DET, TE, 40, 5.60, 
