Name, team, opp, pos, snaps, fantasy_pts 
Theo Riddick, DET, IND, RB, 24, 22.80
Theo Riddick, DET, TEN, RB, 51, 6.50
Theo Riddick, DET, GNB, RB, 45, 4.80
Theo Riddick, DET, CHI, RB, 51, 5.80
Theo Riddick, DET, PHI, RB, 40, 20.20
Theo Riddick, DET, HOU, RB, 52, 19.30
Theo Riddick, DET, MIN, RB, 46, 7.60
Theo Riddick, DET, JAX, RB, 33, 8.30
Theo Riddick, DET, MIN, RB, 48, 5.80
Theo Riddick, DET, NOR, RB, 33, 7.70
